央视高清,#genre#
HBO Family(第1声道粤语),http://iptv.tvfix.org/hls/hbofamily.m3u8
HBO Family(第2声道原声),http://iptv.tvfix.org/hls/hbofamily2.m3u8
HBO Signature(第1声道粤语),http://iptv.tvfix.org/hls/hbosignature.m3u8
HBO Signature(第2声道原声),http://iptv.tvfix.org/hls/hbosignature2.m3u8
TVB星河(粤语),http://iptv.tvfix.org/hls/tvbxh.m3u8
TVB星河(普通话),http://iptv.tvfix.org/hls/tvbxh2.m3u8
TVB功夫台(粤语),http://iptv.tvfix.org/hls/tvbkf.m3u8
TVB功夫(普通话),http://iptv.tvfix.org/hls/tvbkf2.m3u8
TVBS亚洲台,http://iptv.tvfix.org/hls/tvbs.m3u8
TVBS新闻台,http://iptv.tvfix.org/hls/tvbsnews.m3u8
Hands Up Channel,http://iptv.tvfix.org/hls/kid.m3u8
Hands Up Channel(第2声道),http://iptv.tvfix.org/hls/kid2.m3u8
Channel V,http://iptv.tvfix.org/hls/channelv.m3u8
星空卫视,http://iptv.tvfix.org/hls/startv.m3u8
电影频道,#genre#
天映经典,http://120.84.96.32:808/hls/85/index.m3u8
东森电影,http://120.84.96.32:808/hls/32/index.m3u8
东森洋片,http://120.84.96.32:808/hls/33/index.m3u8
龙祥时代,http://120.84.96.32:808/hls/35/index.m3u8
凤凰香港,http://120.84.96.32:808/hls/81/index.m3u8
湾湾月亮,#genre#
中天娱乐,http://59.125.101.187:8597/.m3u8
卫视电影台,http://59.125.101.187:8598/.m3u8
卫视电影台,http://59.125.101.187:8599/.m3u8
中天综合,http://59.125.101.187:8596/.m3u8
中视,http://59.125.101.187:8595/.m3u8
台视,http://59.125.101.187:8594/.m3u8
华视,http://59.125.101.187:8593/.m3u8
华视,http://59.125.101.187:8592/.m3u8
民视,http://59.125.101.187:8586/.m3u8
中视,http://59.125.101.187:8581/.m3u8
非凡新闻,http://59.125.101.187:8591/.m3u8
年代MUCH,http://59.125.101.187:8589/.m3u8
三立新闻,http://59.125.101.187:8590/.m3u8
卫视电影台,http://59.125.101.187:8588/.m3u8
龙华偶像,http://59.125.101.187:8587/.m3u8
龙华戏剧,http://59.125.101.187:8585/.m3u8
纬来综合,http://59.125.101.187:8583/.m3u8
探索频道,http://59.125.101.187:8582/.m3u8
探索频道,http://59.125.101.187:8578/.m3u8
国外体育,#genre#
SKY SPORTS F1 UK,http://nzgksbj3.akciatv.ru/iptv/RCHGZA3YE4MVAQ/7342/index.m3u8
SKY SPORTS PREMIER UK,http://nzgksbj3.akciatv.ru/iptv/RCHGZA3YE4MVAQ/7335/index.m3u8
SKY SPORTS FOOTBALL UK,http://nzgksbj3.akciatv.ru/iptv/RCHGZA3YE4MVAQ/7336/index.m3u8
SKY SPORTS MAIN EVENT UK,http://nzgksbj3.akciatv.ru/iptv/RCHGZA3YE4MVAQ/7337/index.m3u8
SKY SPORTS ARENA UK,http://nzgksbj3.akciatv.ru/iptv/RCHGZA3YE4MVAQ/7338/index.m3u8
SKY SPORTS MIX UK,http://nzgksbj3.akciatv.ru/iptv/RCHGZA3YE4MVAQ/7339/index.m3u8
SKY Sports Action HD UK,http://nzgksbj3.akciatv.ru/iptv/RCHGZA3YE4MVAQ/7340/index.m3u8
SKY SPORTS RACING UK,http://nzgksbj3.akciatv.ru/iptv/RCHGZA3YE4MVAQ/7341/index.m3u8
SKY SPORTS CRICKET UK,http://nzgksbj3.akciatv.ru/iptv/RCHGZA3YE4MVAQ/7343/index.m3u8
SKY SPORTS GOLF UK,http://nzgksbj3.akciatv.ru/iptv/RCHGZA3YE4MVAQ/7344/index.m3u8
Arena Sport 1 HD HR,http://nzgksbj3.akciatv.ru/iptv/RCHGZA3YE4MVAQ/7329/index.m3u8
Arena Sport 2 HD HR,http://nzgksbj3.akciatv.ru/iptv/RCHGZA3YE4MVAQ/7330/index.m3u8
Arena Sport 3 HD HR,http://nzgksbj3.akciatv.ru/iptv/RCHGZA3YE4MVAQ/7331/index.m3u8
Arena Sport 4 HD HR,http://nzgksbj3.akciatv.ru/iptv/RCHGZA3YE4MVAQ/7332/index.m3u8
Arena Sport 5 HD HR,http://nzgksbj3.akciatv.ru/iptv/RCHGZA3YE4MVAQ/7333/index.m3u8
Arena Sport 6 HD HR,http://nzgksbj3.akciatv.ru/iptv/RCHGZA3YE4MVAQ/7334/index.m3u8
Sky Sports Action FHD UK,http://nzgksbj3.akciatv.ru/iptv/RCHGZA3YE4MVAQ/7345/index.m3u8
Sky Sport News HD DE,http://nzgksbj3.akciatv.ru/iptv/RCHGZA3YE4MVAQ/2477/index.m3u8
Sky Sport 1 HD DE,http://nzgksbj3.akciatv.ru/iptv/RCHGZA3YE4MVAQ/2478/index.m3u8
Sky Sport 2 HD DE,http://nzgksbj3.akciatv.ru/iptv/RCHGZA3YE4MVAQ/2479/index.m3u8
Sky Sport Bundesliga 1 HD DE,http://nzgksbj3.akciatv.ru/iptv/RCHGZA3YE4MVAQ/2480/index.m3u8
Sky Sport Austria 1 HD DE,http://nzgksbj3.akciatv.ru/iptv/RCHGZA3YE4MVAQ/2492/index.m3u8
Sky Sport Bundesliga 2 HD DE,http://nzgksbj3.akciatv.ru/iptv/RCHGZA3YE4MVAQ/7234/index.m3u8
Sky Sport Bundesliga 3 HD DE,http://nzgksbj3.akciatv.ru/iptv/RCHGZA3YE4MVAQ/7235/index.m3u8
Sky Sport Bundesliga 4 HD DE,http://nzgksbj3.akciatv.ru/iptv/RCHGZA3YE4MVAQ/7236/index.m3u8
Sky Sport Bundesliga 3 HD DE,http://nzgksbj3.akciatv.ru/iptv/RCHGZA3YE4MVAQ/7237/index.m3u8
Sky Sport Bundesliga 6 HD DE,http://nzgksbj3.akciatv.ru/iptv/RCHGZA3YE4MVAQ/7238/index.m3u8
Sky Sport Bundesliga 7 HD DE,http://nzgksbj3.akciatv.ru/iptv/RCHGZA3YE4MVAQ/7239/index.m3u8
Sky Sport Bundesliga 8 HD DE,http://nzgksbj3.akciatv.ru/iptv/RCHGZA3YE4MVAQ/7240/index.m3u8
Sky Sport Bundesliga 9 HD DE,http://nzgksbj3.akciatv.ru/iptv/RCHGZA3YE4MVAQ/7241/index.m3u8
SPORTS HD,https://d17f1mg1q6g54e.cloudfront.net/hls/espn2/playlist.m3u8
SPORTV 1 4K,http://main.webhostingtoto.xyz:2095/NEW_LIVE2711144451/7540066240/183
SPORTV 2 4K,http://main.webhostingtoto.xyz:2095/NEW_LIVE2711144451/7540066240/172
SPORTV 3 4K,http://main.webhostingtoto.xyz:2095/NEW_LIVE2711144451/7540066240/175
Skysports Football,http://61.222.202.191/hodlive/yzyh.php?id=89
Supersports4,http://61.222.202.191/hodlive/yzyh.php?id=67
Supersports3,http://61.222.202.191/hodlive/yzyh.php?id=66
Supersports2,http://61.222.202.191/hodlive/yzyh.php?id=65
Supersports1,http://61.222.202.191/hodlive/yzyh.php?id=64
BT ESPN,http://61.222.202.191/hodlive/yzyh.php?id=83
BT Sports3,http://61.222.202.191/hodlive/yzyh.php?id=82
BT Sports2,http://61.222.202.191/hodlive/yzyh.php?id=81
BT Sports1,http://61.222.202.191/hodlive/yzyh.php?id=80
广东体育HD,http://meimei.kandiantv.cn/suisui/gdzm.php?id=gdsportsHD_7000
测试频道,#genre#
台视,http://211.23.114.106:19988/http/116.50.42.19:8081/hls/72/814/ch46.m3u8?token=7375646fd8136b0fdb94682003e80796824b33a7
中视,http://211.23.114.106:19901/http/116.50.42.19:8081/hls/72/814/ch47.m3u8?token=7375646f714bf4066f8cb3614a68a7c50d15d811
华视,http://211.23.114.106:19905/http/116.50.42.19:8081/hls/72/814/ch48.m3u8?token=7375646f714bf4066f8cb3614a68a7c50d15d811
民视,http://211.23.114.106:19910/http/116.50.42.19:8081/hls/73/815/ch49.m3u8?token=7375646f714bf4066f8cb3614a68a7c50d15d811
公视,http://211.23.114.106:19915/http/116.50.42.19:8081/hls/73/815/ch50.m3u8?token=7375646f714bf4066f8cb3614a68a7c50d15d811
年代新闻,http://211.23.114.106:12135/http/116.50.42.19:8081/hls/67/809/ch27.m3u8?token=7375646f1a4c341e2b533b64822087ed283f61c3
东森新闻,http://211.23.114.106:12140/http/116.50.42.19:8081/hls/63/805/ch10.m3u8?token=7375646f1a4c341e2b533b64822087ed283f61c3
中天新闻,http://211.23.114.106:12145/http/116.50.42.19:8081/hls/78/80/ch63max.m3u8?token=7375646f1a4c341e2b533b64822087ed283f61c3
民视新闻,http://211.23.114.106:12150/http/116.50.42.19:8081/hls/73/815/ch51.m3u8?token=7375646f1a4c341e2b533b64822087ed283f61c3
三立新闻,http://211.23.114.106:12155/http/116.50.42.19:8081/hls/65/807/ch18.m3u8?token=7375646f1a4c341e2b533b64822087ed283f61c3
非凡新闻,http://211.23.114.106:12160/http/116.50.42.19:8081/hls/75/817/ch57.m3u8?token=7375646f1a4c341e2b533b64822087ed283f61c3
非凡商业,http://211.23.114.106:12165/http/116.50.42.19:8081/hls/74/816/ch56.m3u8?token=7375646f1a4c341e2b533b64822087ed283f61c3
东森财经,http://211.23.114.106:12170/http/116.50.42.19:8081/hls/63/805/ch11.m3u8?token=7375646f1a4c341e2b533b64822087ed283f61c3
寰宇新闻,http://211.23.114.106:12175/http/116.50.42.19:8081/hls/76/818/ch62.m3u8?token=7375646f1a4c341e2b533b64822087ed283f61c3
壹新闻,http://211.23.114.106:12180/http/116.50.42.19:8081/hls/66/808/ch24.m3u8?token=7375646f1a4c341e2b533b64822087ed283f61c3
CNBC,http://211.23.114.106:12185/http/116.50.42.19:8078/hls/24/80/cnbc90.m3u8?token=7375646fb4e7374221759aaef85558595642a90e
Bloomberg News,http://211.23.114.106:12190/http/116.50.42.19:8078/hls/43/80/bloomber.m3u8?token=7375646fb4e7374221759aaef85558595642a90e
NHK世界,http://211.23.114.106:12195/http/116.50.42.19:8081/hls/62/804/ch06.m3u8?token=7375646fb4e7374221759aaef85558595642a90e
卫视电影,http://211.23.114.106:12200/http/116.50.42.19:8081/hls/62/804/ch07.m3u8?token=7375646fb4e7374221759aaef85558595642a90e
好莱坞电影,http://211.23.114.106:12205/http/116.50.42.19:8081/hls/74/816/ch55.m3u8?token=7375646fb4e7374221759aaef85558595642a90e
纬来电影,http://211.23.114.106:12210/http/116.50.42.19:8081/hls/69/811/ch35.m3u8?token=7375646fb4e7374221759aaef85558595642a90e
龙华电影,http://211.23.114.106:12215/http/116.50.42.19:8066/hls/210/10014/cstv14.m3u8?token=7375646fb4e7374221759aaef85558595642a90e
HBO,http://211.23.114.106:12220/http/116.50.42.19:8081/hls/71/813/ch41.m3u8?token=7375646fb4e7374221759aaef85558595642a90e
AXN,http://211.23.114.106:12225/http/116.50.42.19:8081/hls/71/813/ch43.m3u8?token=7375646fb4e7374221759aaef85558595642a90e
Cinemax,http://211.23.114.106:12230/http/116.50.42.19:8081/hls/71/813/ch42.m3u8?token=7375646fb4e7374221759aaef85558595642a90e
STAR Movies,http://211.23.114.106:12235/http/116.50.42.19:8081/hls/62/804/ch08.m3u8?token=7375646fb4e7374221759aaef85558595642a90e
STAR World,http://211.23.114.106:8614/http/59.120.8.187:8081/hls/61/803/ch02.m3u8?token=7375646fb4e7374221759aaef85558595642a90e
纬来育乐,http://211.23.114.106:8615/http/59.120.8.187:8081/hls/68/810/ch30.m3u8?token=7375646fb4e7374221759aaef85558595642a90e
纬来体育,http://211.23.114.106:8616/http/59.120.8.187:8081/hls/67/809/ch28.m3u8?token=7375646fb4e7374221759aaef85558595642a90e
博斯运动1,http://211.23.114.106:8617/http/59.120.8.187:8066/hls/210/10018/cstv18.m3u8?token=7375646fb4e7374221759aaef85558595642a90e
momo综合,http://211.23.114.106:8618/http/59.120.8.187:8081/hls/76/818/momo_max.m3u8?token=7375646fb4e7374221759aaef85558595642a90e
ESPORT1,http://211.23.114.106:8619/http/59.120.8.187:8078/hls/25/80/esport.m3u8?token=7375646fb4e7374221759aaef85558595642a90e
ESPORT2,http://211.23.114.106:8620/http/59.120.8.187:8078/hls/26/80/esport2.m3u8?token=7375646fb4e7374221759aaef85558595642a90e
海峡卫视,http://211.23.114.106:8623/http/59.120.8.187:8077/hls/42/80/fjttv.m3u8?token=7375646fb4e7374221
